area_sqft,num_floors,project_type,location_zone,foundation_type,wall_material,roof_type,has_basement,has_parking,quality_grade,soil_type,distance_to_city_center,total_cost
15707.21264255291,5,commercial,urban,slab,wood,hip,1,1,economy,rocky,66.61943799452291,1985202.5464457942
27549.697815542157,12,commercial,urban,crawl_space,wood,gable,0,1,premium,loamy,85.5350214123492,10241364.646237705
21151.074218946535,1,commercial,rural,basement,concrete,mansard,1,0,luxury,loamy,52.54068697304361,5980982.191578059
8431.16724833706,12,infrastructure,suburban,basement,steel,flat,0,1,premium,rocky,23.6637872196373,3066352.8013531487
8961.35191983199,6,residential,suburban,pile,glass,hip,0,1,luxury,loamy,56.74343644332534,4700149.50126939
21198.16701405858,19,industrial,rural,pile,wood,gable,0,1,standard,clay,6.7939553882042425,3972373.041918715
37985.50742463729,19,industrial,urban,pile,steel,flat,0,1,economy,clay,85.21951634762091,9108568.913256697
44949.25001896553,16,commercial,rural,basement,glass,mansard,0,1,premium,clay,64.95791012969097,14983620.897696156
4664.319281839451,19,infrastructure,urban,crawl_space,wood,flat,1,0,standard,clay,28.28571061173134,1313079.9799082798
19958.64342419035,3,residential,urban,slab,glass,gable,0,0,premium,loamy,27.446935352253455,7513177.6523141805
5462.155404282393,10,residential,urban,crawl_space,brick,hip,0,1,luxury,sandy,90.28060194916459,3047875.6341602737
1321.3277913135953,18,industrial,suburban,slab,concrete,hip,1,0,luxury,sandy,84.09070993289987,786550.2037772166
33255.07479087585,13,commercial,suburban,crawl_space,wood,mansard,1,0,economy,rocky,76.31086723910305,4332634.322455321
30321.247377346095,18,industrial,rural,pile,wood,mansard,0,0,luxury,sandy,41.47919027365325,13650347.636294207
8569.446133836867,3,industrial,rural,basement,brick,mansard,1,0,economy,clay,87.25050847474908,759733.0539018575
12073.735238106674,3,residential,suburban,slab,wood,mansard,1,1,economy,loamy,24.68901233910279,1167854.8090967902
1673.53380540366,12,infrastructure,rural,crawl_space,wood,gable,0,1,standard,clay,2.4253917819162196,273303.52073810814
41829.88668187299,7,residential,suburban,basement,wood,mansard,1,1,economy,clay,43.276995847994314,4713324.173956221
48747.184504403296,8,industrial,suburban,slab,wood,flat,0,1,standard,loamy,91.9525292173029,7727353.706741923
7205.247071337195,9,commercial,urban,slab,wood,gable,1,0,premium,clay,57.122701523798256,2313351.422537757
11958.023081382256,14,commercial,urban,basement,steel,gable,0,0,luxury,clay,22.94357507000321,9327095.59504475
43486.27143537324,5,infrastructure,suburban,pile,wood,mansard,0,1,luxury,loamy,65.08213027012258,15802892.80123248
46359.95799883115,19,infrastructure,urban,basement,brick,gable,0,0,luxury,loamy,74.4985684928051,35360079.447704114
21271.55544893711,16,infrastructure,suburban,pile,wood,flat,0,0,economy,rocky,55.0337827720627,2702636.759998737
3005.812377319169,12,industrial,urban,crawl_space,glass,gable,0,1,standard,rocky,84.25980236416369,1055117.0448278903
2449.89576779456,4,industrial,rural,crawl_space,glass,gable,1,0,standard,clay,59.23725919173376,370784.0076620418
28910.518370416015,8,infrastructure,rural,basement,brick,flat,0,0,standard,rocky,9.602058871412522,3798406.8820467577
19948.307890212363,7,commercial,suburban,pile,steel,flat,0,0,economy,sandy,80.95450839152268,2481699.3282493744
1918.2951650938985,15,commercial,suburban,crawl_space,brick,gable,0,1,luxury,sandy,14.635619999843886,972612.7443636222
29370.99341947156,6,commercial,urban,pile,steel,hip,1,0,luxury,clay,88.27551636838054,18399037.572054997
1059.4755611566125,5,industrial,urban,pile,concrete,gable,1,0,standard,rocky,52.18450172641038,224987.51827093077
39474.91192838901,14,residential,suburban,pile,glass,flat,1,1,economy,clay,73.18667276231169,7357201.247135857
15668.424723816894,13,commercial,rural,basement,glass,flat,1,1,luxury,rocky,97.20949118255263,7748563.181109708
2492.7711489569892,10,commercial,rural,pile,glass,flat,0,1,economy,loamy,43.194314358854434,284568.0326066578
29623.43493866609,18,commercial,suburban,basement,steel,hip,1,0,premium,loamy,45.97218439778297,12032279.96288941
20185.37851443621,4,infrastructure,rural,crawl_space,brick,flat,0,0,premium,loamy,82.58458771927397,3540868.630796396
48703.1204611789,8,industrial,suburban,crawl_space,steel,mansard,1,0,economy,loamy,11.023775545985304,6759115.912670206
27437.83379393326,11,infrastructure,urban,slab,glass,mansard,0,1,premium,clay,2.769889710356499,12696843.600332817
14124.33946133191,17,infrastructure,rural,slab,glass,hip,1,1,luxury,clay,60.43165413596198,8480496.600850943
35617.223799381754,18,residential,rural,crawl_space,glass,flat,0,0,standard,clay,16.751977988807663,8039447.184869367
13938.85412586421,11,infrastructure,urban,pile,glass,flat,0,1,economy,sandy,25.573822774344567,2831877.7582086776
45260.042924674475,16,residential,urban,pile,concrete,mansard,0,1,premium,loamy,97.62799189332772,23073776.360651236
19048.737540115133,12,infrastructure,rural,crawl_space,glass,mansard,0,1,standard,loamy,65.31480473153081,3767220.3129437477
27718.49385742216,13,commercial,rural,crawl_space,steel,gable,0,1,luxury,loamy,85.57626779351149,13110304.698670445
3003.3686392993286,16,industrial,suburban,slab,glass,hip,0,1,luxury,rocky,89.77910459171086,2092549.328671954
21593.001278635424,1,infrastructure,suburban,pile,wood,gable,1,1,economy,rocky,12.135002553279117,1974383.8690427742
41701.99521321925,16,residential,rural,crawl_space,concrete,hip,0,0,standard,sandy,92.77775181673621,8579361.736901937
40379.61586548542,15,industrial,suburban,slab,glass,flat,0,0,luxury,sandy,86.6519186853469,28475594.61277018
11603.76866324955,6,residential,urban,slab,wood,flat,1,1,economy,rocky,4.534263592633625,1472323.397618993
11690.914015022852,12,commercial,suburban,pile,steel,hip,0,0,premium,rocky,97.72076203237124,4278409.535946597
40956.61295455522,8,infrastructure,suburban,slab,concrete,gable,1,0,standard,clay,45.83169502447576,8303464.571110629
46554.721798381615,7,industrial,rural,slab,glass,mansard,0,1,luxury,clay,97.44884123510272,18461375.507127088
5220.365603013675,2,commercial,suburban,basement,steel,hip,0,1,premium,rocky,82.38544535436797,1204174.8974540455
22777.90265159815,12,infrastructure,rural,crawl_space,wood,hip,0,1,standard,loamy,44.01341970858203,3388677.9230610626
17203.986808729333,14,infrastructure,rural,pile,concrete,hip,0,1,standard,rocky,51.15574331724856,3254339.224068414
43599.078545143246,16,residential,rural,crawl_space,glass,flat,1,0,standard,clay,27.509751197489052,11010937.924102072
4634.483276660929,11,residential,urban,basement,steel,hip,0,1,luxury,sandy,48.691980549003766,3384628.4414889235
10950.734156622852,9,commercial,suburban,pile,concrete,flat,1,1,standard,rocky,10.749237331147043,2425487.5517267804
37747.18271053147,10,residential,suburban,crawl_space,wood,mansard,0,0,premium,rocky,90.86350506163939,10197372.433837837
3039.0455245701714,17,commercial,suburban,slab,glass,mansard,1,1,luxury,loamy,71.32120979828093,2246399.450372531
24880.50134535732,12,commercial,rural,pile,concrete,gable,1,1,standard,sandy,80.52067239051655,4812111.139642571
22384.29821664614,6,commercial,urban,basement,wood,flat,0,0,premium,loamy,53.112221229757395,6317655.002315948
17052.85835994306,19,residential,rural,slab,wood,mansard,1,0,luxury,sandy,12.563388191293345,7426268.547917596
20031.329608286727,11,industrial,suburban,basement,steel,mansard,0,0,standard,loamy,53.72446515706577,4819316.396032336
26732.05905304653,9,commercial,rural,slab,wood,gable,0,0,economy,sandy,32.92062588265448,2303762.224237095
8487.684240224964,6,industrial,rural,crawl_space,wood,gable,1,1,economy,rocky,1.0105802325375834,795902.1379434607
28813.795975037843,16,infrastructure,suburban,crawl_space,brick,gable,0,1,standard,rocky,61.50357930359156,6255275.58686228
40368.90030034932,16,residential,rural,crawl_space,wood,flat,0,0,economy,rocky,85.36492242402376,4108964.2614459805
38127.96602461287,6,residential,rural,basement,glass,hip,0,0,luxury,clay,71.05520584478478,15322424.544059385
8118.045282341797,5,industrial,urban,pile,concrete,flat,1,1,standard,sandy,22.353238750771165,1769698.7464469671
7887.848752202958,4,infrastructure,rural,crawl_space,glass,gable,1,1,premium,sandy,81.91331983650974,1912032.8034000485
13774.63120337321,2,infrastructure,urban,basement,glass,hip,1,1,economy,loamy,30.949948389720493,2080996.5407554363
18373.198953881343,6,commercial,suburban,slab,steel,mansard,0,1,standard,clay,21.84854472397272,3298313.9888883973
20718.55127971989,9,residential,urban,crawl_space,brick,flat,1,1,luxury,loamy,96.11417880979249,13270342.707755385
34145.01223325059,17,infrastructure,rural,slab,brick,gable,1,1,standard,clay,1.6597182834976354,6907728.476381737
3305.6813922088527,14,infrastructure,suburban,crawl_space,glass,gable,0,0,premium,loamy,16.756913708793075,1365659.625648354
2216.298859190286,7,commercial,rural,slab,concrete,hip,0,0,premium,clay,46.70010328805899,482186.9086875934
19899.572865723498,19,commercial,rural,basement,brick,flat,1,0,standard,loamy,16.70692059181299,4489030.537794157
35009.602760830036,1,industrial,urban,crawl_space,brick,mansard,1,0,standard,loamy,16.686950248370223,6472743.446638759
10075.049476345886,15,residential,rural,basement,glass,mansard,0,0,standard,clay,63.43483113336315,2228410.0182603328
32254.47182218446,18,infrastructure,urban,basement,brick,hip,1,1,standard,sandy,81.90301217052526,10124669.907586915
13361.492828044824,3,industrial,suburban,slab,steel,hip,0,0,luxury,loamy,66.16174497288812,5484259.971881937
44361.26238626906,18,residential,suburban,crawl_space,glass,mansard,1,0,standard,clay,10.145220501613828,13733278.961914727
44836.65224119752,2,industrial,rural,pile,brick,hip,0,1,luxury,clay,89.53784731147225,12329089.671037724
15215.716611925662,10,residential,urban,pile,brick,hip,0,0,standard,sandy,92.27478351374852,3591874.450192461
11884.690821180406,11,residential,rural,basement,brick,flat,0,0,luxury,sandy,28.100254683942104,4715431.103795854
20859.546617278447,3,infrastructure,rural,slab,glass,hip,1,1,premium,sandy,55.31125391739765,4996206.751826665
12406.313466417361,7,residential,rural,slab,concrete,gable,0,0,economy,sandy,48.5236616976456,1069725.6855281084
33783.00024293933,8,commercial,rural,slab,wood,gable,1,0,standard,loamy,66.82247263570339,4454884.146949325
41390.20188514013,19,infrastructure,urban,crawl_space,brick,gable,0,0,standard,loamy,97.79464122534587,13540430.657918692
33818.06048010524,18,commercial,rural,crawl_space,wood,hip,1,1,premium,rocky,98.63803462400598,10055277.286124162
41305.3471388428,13,industrial,suburban,slab,wood,mansard,0,1,economy,loamy,50.914432595716654,4509673.201168429
20151.11202926997,13,industrial,urban,pile,brick,gable,0,0,premium,rocky,9.19496624790661,7824147.4563271245
8237.690050088611,19,residential,rural,pile,brick,flat,0,1,premium,rocky,33.44725267288426,2324690.949240641
37028.57189618081,12,residential,urban,crawl_space,wood,hip,0,0,standard,loamy,41.3566491528512,8068088.295092364
18343.48800450692,17,commercial,rural,slab,concrete,mansard,1,0,standard,rocky,53.46333628625896,4081867.9331882456
33727.905848842056,12,commercial,suburban,pile,wood,mansard,0,1,premium,sandy,96.03703706859007,9745316.018835966
13896.875128097401,13,commercial,suburban,pile,concrete,hip,0,0,standard,rocky,26.241753024815083,2885511.5468033426
4520.866922930298,12,industrial,suburban,crawl_space,steel,hip,0,0,standard,loamy,53.66877182465725,1106063.2063204304
49632.79887664429,19,commercial,urban,crawl_space,concrete,flat,0,0,standard,clay,29.104774513173748,15752112.342104297
8231.974642564664,14,infrastructure,suburban,pile,glass,hip,0,1,economy,loamy,91.9461861972623,1324667.7456152777
49426.83920119231,7,infrastructure,rural,slab,brick,hip,0,1,economy,clay,98.99576959639302,4073062.3272653623
48875.35666203914,13,industrial,rural,pile,steel,mansard,0,1,standard,clay,87.07392664904691,8713091.738006935
39793.99614344796,6,commercial,rural,pile,wood,gable,0,1,premium,rocky,33.874359197509804,6993212.121827367
33141.43662305888,19,commercial,urban,slab,concrete,gable,0,1,economy,rocky,27.788402236391907,6444210.4861057745
29101.448987428692,19,residential,urban,crawl_space,steel,mansard,0,1,premium,clay,43.117061074756194,17302579.06563032
43372.026496202816,4,infrastructure,suburban,slab,glass,hip,0,0,luxury,rocky,74.7576061662235,18490657.99534744
14827.256320164654,19,industrial,urban,slab,concrete,flat,1,1,luxury,sandy,0.9315499704274588,11570868.251564296
23650.220018001415,9,commercial,rural,slab,wood,gable,1,1,standard,loamy,99.51111581207132,3574165.4860757734
31159.803483641845,16,residential,rural,slab,wood,hip,0,1,premium,rocky,88.34113609073052,8199195.0555855315
20853.92855553981,4,industrial,rural,crawl_space,concrete,gable,0,0,premium,clay,2.381553145514903,4025685.9653613213
21660.579477468265,6,industrial,urban,pile,glass,mansard,0,0,luxury,clay,38.21001520443691,13661678.881230183
16849.09104135318,8,infrastructure,rural,basement,brick,gable,1,1,economy,loamy,68.78340585997485,1634772.1441037084
28429.474925884533,16,commercial,suburban,crawl_space,brick,mansard,0,1,premium,rocky,24.14058665449179,9347337.685499538
42603.439136748246,5,industrial,urban,slab,wood,mansard,1,1,premium,rocky,14.283871689167905,12579420.18203724
10475.654711312485,10,residential,rural,pile,glass,mansard,0,1,economy,clay,62.93184106569725,1212857.8907056304
46754.43541829535,13,residential,rural,pile,wood,flat,1,1,standard,loamy,90.35254514587609,7642953.714111897
34609.83886053737,14,industrial,urban,slab,brick,hip,0,0,luxury,clay,95.55933224544798,24793904.246606898
41252.02402766149,7,residential,urban,crawl_space,wood,mansard,0,0,premium,loamy,1.0263306283685436,11745098.157889582
28031.439285185577,6,industrial,suburban,slab,concrete,mansard,0,1,standard,rocky,87.44573534005536,4907327.448034392
39086.07672049114,7,residential,urban,pile,concrete,gable,0,1,standard,rocky,56.07679055340632,8875339.847585041
1301.9196683036268,5,industrial,rural,pile,glass,hip,1,1,standard,loamy,23.770429885545873,220346.3482283484
41009.831026586995,18,industrial,suburban,crawl_space,brick,flat,1,0,economy,clay,61.69437077365727,6866126.587915985
2486.8735247256427,12,industrial,rural,basement,glass,flat,0,1,standard,clay,99.57887674441166,469332.9187217069
44550.71212996169,6,residential,rural,slab,glass,gable,0,1,premium,clay,27.617233864711956,10664362.166532656
49602.15598831284,1,industrial,rural,basement,brick,flat,1,1,standard,loamy,27.68882692018,6380473.276238378
15056.339377750503,4,infrastructure,urban,pile,steel,gable,0,0,standard,loamy,69.8942461028007,3559548.634747161
10910.768536146787,19,industrial,urban,basement,steel,hip,0,0,standard,clay,4.320756069980824,4155156.1905333064
38385.486510973016,12,commercial,rural,slab,wood,gable,0,0,luxury,clay,82.05472182630827,13288207.270301476
13024.803875552534,15,commercial,urban,slab,steel,gable,0,0,premium,loamy,65.25289224491416,6646275.618913332
43345.33796702407,3,infrastructure,rural,pile,concrete,mansard,1,1,luxury,loamy,84.11912726303915,12657483.645185068
5590.708311795097,8,industrial,urban,crawl_space,glass,flat,0,0,luxury,clay,23.07400773206324,3815915.1674307296
6734.782220778234,11,commercial,urban,crawl_space,wood,hip,0,1,standard,clay,84.71902241473079,1425725.5709243054
48968.00197748047,16,industrial,urban,pile,glass,hip,0,1,standard,rocky,44.86135184251052,18425471.741188712
33855.02546436523,9,commercial,suburban,slab,brick,mansard,0,0,standard,sandy,13.272223329501498,6511248.51643854
42420.91760923316,3,residential,urban,crawl_space,steel,gable,1,1,economy,loamy,90.14225966018293,6518809.909994935
16554.304178900144,5,residential,suburban,basement,brick,hip,0,0,premium,sandy,70.50131478752392,4184485.027038568
33985.945601269916,14,infrastructure,suburban,pile,wood,hip,0,1,economy,loamy,16.82851356170544,3835504.9369892324
29914.97045177556,15,infrastructure,suburban,basement,concrete,gable,1,0,premium,rocky,24.650489564658116,11390552.031235067
30355.930946085875,6,industrial,rural,slab,steel,gable,0,1,standard,loamy,26.886353912115858,4876965.114406625
34285.35674711722,4,infrastructure,urban,crawl_space,brick,hip,0,1,premium,loamy,96.33341872605182,10708317.464291327
28980.279069890377,8,industrial,rural,slab,steel,gable,0,1,premium,sandy,88.61771635707026,6621441.462570167
21738.587280481963,19,residential,suburban,basement,glass,flat,0,1,luxury,rocky,34.63451320425664,17537303.713322334
14158.173371837069,5,residential,urban,slab,concrete,hip,0,1,premium,rocky,46.66369502931342,4793684.951983
38544.7758802035,13,commercial,rural,slab,steel,gable,0,0,premium,rocky,28.527991492306416,10656032.347793823
11700.485285157716,16,industrial,suburban,pile,concrete,hip,0,0,luxury,rocky,74.26486579951657,6660534.134977036
34771.5381546435,1,residential,rural,pile,glass,hip,1,0,economy,loamy,16.120914991930867,3098115.359942896
12049.974721141669,13,residential,rural,slab,glass,mansard,0,1,premium,sandy,33.86142774691335,4003195.433884
31453.843412745468,11,industrial,urban,pile,brick,flat,1,0,economy,rocky,60.61044696467154,4940192.064897135
37480.37422288693,8,commercial,urban,slab,wood,flat,0,1,economy,clay,87.73444783240136,4703620.898046105
11326.337500873691,8,commercial,rural,basement,brick,mansard,1,1,standard,rocky,63.555025762861646,1900100.2150862939
3467.1933926347597,14,commercial,urban,pile,concrete,mansard,1,0,premium,sandy,93.9726448239118,1684619.7452633092
6983.200278211617,13,commercial,urban,slab,brick,hip,0,0,luxury,sandy,93.08092819140158,4694007.419157707
30496.84987991576,3,residential,rural,pile,steel,flat,1,1,luxury,sandy,71.82994630310263,10651757.797623143
42547.59710817391,4,industrial,urban,slab,brick,mansard,0,0,standard,sandy,27.870192774550052,8400579.376522034
2727.3426511535063,15,industrial,urban,pile,wood,gable,1,0,luxury,clay,68.30790709857064,1850838.375026874
36840.48732256149,15,residential,suburban,crawl_space,wood,hip,1,0,premium,rocky,19.27377042510968,12552036.088180581
17395.27297452758,13,residential,urban,slab,concrete,flat,0,1,economy,loamy,33.32047026777094,3174506.36801165
24187.154311016366,9,residential,suburban,crawl_space,glass,hip,0,1,economy,loamy,75.78994122539446,3210894.073881848
46478.5477173555,10,infrastructure,rural,slab,wood,hip,0,0,luxury,clay,85.06319325688926,15194178.660281798
16932.589484424352,12,industrial,suburban,crawl_space,concrete,gable,0,0,luxury,rocky,41.67688881157936,9211066.196182406
23534.17823000456,14,industrial,rural,slab,wood,gable,0,0,luxury,rocky,52.343687742426056,9398365.544128392
1177.2795306537146,1,industrial,urban,pile,wood,mansard,0,0,economy,loamy,38.613286319303405,104582.46795979663
4539.1366402395,14,commercial,urban,crawl_space,glass,gable,0,1,premium,clay,47.93002041919492,2520009.2837181957
13300.28376117181,14,residential,suburban,pile,steel,flat,0,1,premium,loamy,51.248763543680745,4786244.0244490625
1878.685920643183,8,residential,rural,slab,concrete,mansard,0,1,premium,clay,69.1834464487669,415605.84722317423
31753.078639388423,16,residential,urban,pile,wood,flat,0,0,premium,sandy,75.05244644367853,13059851.485880632
21606.718661680316,14,infrastructure,suburban,slab,wood,flat,0,1,premium,rocky,97.50162426462397,6905762.863016075
27633.18753503709,1,industrial,suburban,pile,brick,mansard,1,0,standard,rocky,43.76515081074408,4189464.2235510224
9145.035701868313,16,residential,suburban,crawl_space,steel,gable,1,1,luxury,rocky,8.313982792246987,5740015.163445127
15148.635457112498,18,infrastructure,urban,slab,glass,hip,0,1,premium,rocky,68.81663365170705,8891307.621426782
33359.311505209895,7,residential,rural,pile,concrete,gable,1,0,standard,rocky,49.8274480398036,4989388.645595547
48282.48481970479,15,commercial,urban,slab,wood,flat,1,0,premium,rocky,84.10217736796042,18806192.76593787
2995.6302933093552,17,industrial,urban,slab,concrete,flat,1,1,luxury,sandy,14.65443366006517,2262795.5487130764
44574.02388233567,19,infrastructure,rural,slab,glass,mansard,0,0,premium,rocky,64.4913996165072,18186371.827238318
29055.61946490482,13,residential,suburban,basement,steel,flat,0,1,premium,sandy,45.92583858144265,11391132.55259179
28414.018554403374,9,industrial,urban,slab,brick,mansard,0,1,premium,rocky,41.93030287665561,10318579.072223987
25263.787492784137,15,infrastructure,suburban,pile,steel,mansard,0,0,luxury,rocky,56.48659417895788,15916400.256911797
3935.0072522570777,3,industrial,suburban,basement,brick,gable,0,1,economy,clay,68.41827350298597,363267.12400419445
4948.904160939953,1,industrial,rural,pile,concrete,flat,0,1,luxury,rocky,85.0927445934777,1356806.5012374548
30245.14428012476,16,commercial,rural,basement,steel,gable,0,1,economy,loamy,23.51115878383494,4048157.815727501
17377.449286060135,8,industrial,rural,slab,steel,hip,0,0,standard,clay,29.309472662928215,2930328.0161383958
45904.76929559519,13,infrastructure,suburban,crawl_space,steel,gable,0,1,standard,clay,54.85815211033868,10951630.170866987
20626.23159929388,8,industrial,suburban,crawl_space,glass,flat,1,0,premium,clay,34.65571424160546,7815624.769495175
7592.432205780734,17,infrastructure,urban,slab,concrete,hip,1,0,premium,loamy,56.83445218969844,3912173.5011046263
35878.58225835078,14,industrial,suburban,basement,brick,flat,1,0,premium,sandy,20.015079814680416,12638389.60754537
15020.994361329987,7,residential,rural,pile,steel,hip,0,1,luxury,clay,30.764780770682563,5424174.630713302
26510.780214116712,15,commercial,rural,crawl_space,concrete,flat,1,0,premium,clay,32.48419904590298,8584032.114287984
35042.722882505914,16,residential,rural,slab,glass,gable,0,1,economy,clay,99.23205904731394,4561750.9059126
45063.073504502485,19,commercial,rural,slab,glass,flat,1,1,standard,rocky,85.43483303733359,12718431.47984282
39713.46414268297,6,infrastructure,suburban,basement,concrete,mansard,0,1,standard,sandy,83.77006346864343,7216169.51217862
33979.87285969984,1,commercial,rural,crawl_space,brick,mansard,0,1,standard,loamy,51.356990401903644,3737262.9189253314
34141.84252855961,12,industrial,urban,slab,concrete,gable,1,1,economy,loamy,46.68480381102835,6468449.743985505
47323.26987958828,18,industrial,suburban,crawl_space,concrete,gable,1,1,premium,sandy,7.012554507734626,19438303.64389908
15143.292826078534,16,residential,rural,pile,wood,hip,1,1,economy,sandy,19.732657693557385,1901625.826297815
555.0486627112766,12,commercial,urban,slab,glass,gable,1,1,economy,sandy,89.53467881210334,122926.61556038765
13961.750690210834,13,infrastructure,rural,slab,brick,mansard,0,0,luxury,rocky,52.56414214032053,5993022.162115866
11285.623291523827,8,infrastructure,suburban,pile,wood,gable,0,0,luxury,clay,98.743825930861,4079360.6048697084
33260.811963142914,1,industrial,suburban,slab,concrete,mansard,0,1,standard,rocky,59.1787997704907,4447401.478745289
31868.724188393688,7,infrastructure,urban,basement,glass,gable,0,1,economy,sandy,37.74870871676049,5705856.283919054
29876.33844388383,15,industrial,suburban,pile,wood,mansard,1,1,standard,rocky,27.410990874379625,6604352.35598812
1304.0504388679583,13,industrial,urban,basement,wood,hip,1,1,economy,loamy,91.83596649274143,195878.93349551695
36574.51369530705,13,industrial,rural,pile,brick,flat,0,1,standard,rocky,37.07322903866355,5942703.621552825
16514.755418031833,9,residential,suburban,pile,concrete,flat,0,0,standard,sandy,14.614160009305,2910603.098317964
33420.27145582824,15,residential,rural,basement,brick,mansard,0,0,premium,clay,27.825870738488177,9655711.695305295
28050.63221085659,4,industrial,rural,pile,wood,gable,1,0,standard,rocky,64.56231637301924,3562663.588108881
17465.180808681405,13,industrial,suburban,crawl_space,wood,gable,0,1,luxury,sandy,13.301044277314933,7974609.0319748325
7161.525221653334,12,industrial,rural,basement,brick,flat,0,0,economy,rocky,9.156635307816796,738113.4020963552
5173.735434193807,5,infrastructure,urban,pile,wood,mansard,0,1,standard,loamy,45.76266024613924,1012840.7234842445
41660.15748905507,7,industrial,urban,basement,steel,gable,0,0,economy,rocky,8.365171150057682,6247593.216044572
45960.67833303712,8,industrial,urban,pile,glass,flat,1,0,standard,rocky,39.293811468300724,13316424.201967794
32664.50831483283,5,commercial,suburban,pile,concrete,mansard,1,1,luxury,clay,32.27252430705603,13627909.731841324
5619.988685593927,9,commercial,rural,crawl_space,glass,hip,0,1,premium,rocky,39.14771835895658,1629997.6025608156
20400.347235967914,14,commercial,rural,crawl_space,concrete,gable,0,0,premium,rocky,48.77883076603442,6090549.292640269
36582.49040520528,12,commercial,rural,crawl_space,wood,gable,1,0,economy,loamy,18.532898375345376,3605578.373933205
39101.13375849837,4,industrial,rural,pile,brick,mansard,1,0,standard,loamy,44.24244349158526,5121452.811208905
6351.821803408885,8,commercial,urban,crawl_space,brick,flat,0,1,luxury,loamy,36.15191264181049,3493906.9908558824
501.5205828464296,17,infrastructure,suburban,basement,wood,mansard,0,0,economy,clay,79.54735320492738,50861.22187914221
35750.78377108995,8,infrastructure,urban,pile,concrete,flat,1,1,premium,loamy,69.4689146283433,14558380.010186791
18151.51071131718,1,commercial,urban,basement,wood,mansard,0,0,economy,loamy,87.25417820294018,1596457.264517452
13096.825915103882,2,residential,suburban,crawl_space,concrete,hip,1,1,economy,rocky,66.90096687446866,1396367.9735061321
1138.4247545815092,4,infrastructure,suburban,pile,wood,gable,0,0,standard,rocky,12.108495120075203,160633.65439418887
27244.820634694235,1,infrastructure,urban,basement,wood,flat,0,0,luxury,clay,50.70770166355233,9572860.416467717
42631.961403586094,7,commercial,rural,slab,wood,hip,0,0,premium,loamy,74.24695985083369,8137992.671275499
47902.7664904931,1,commercial,suburban,basement,brick,mansard,1,1,premium,sandy,84.167847661817,9804063.435825296
28504.375055357817,9,industrial,suburban,pile,concrete,flat,1,1,luxury,rocky,18.12757020731649,13714019.169077761
25965.83572312476,3,infrastructure,urban,slab,wood,flat,0,1,standard,sandy,22.350264853514222,4092020.9099931
4710.291081717434,12,commercial,rural,crawl_space,glass,hip,0,1,luxury,sandy,86.22406959603632,2399543.9266092745
27669.203676358688,19,commercial,suburban,crawl_space,glass,mansard,0,1,luxury,loamy,48.54042768107482,20699020.59461128
19308.964408787033,15,industrial,urban,basement,brick,hip,1,1,standard,sandy,45.24230128628219,5902892.951614239
30553.19640373706,16,infrastructure,suburban,crawl_space,steel,mansard,1,1,standard,clay,49.41151970120921,8485739.547877073
19741.954219889063,10,commercial,rural,basement,brick,hip,1,1,premium,clay,17.333281551354276,5036408.227351724
12394.806610793154,6,industrial,urban,basement,steel,hip,0,1,premium,rocky,62.763645152380185,4925177.656032465
5200.781123804637,17,commercial,urban,basement,brick,hip,0,0,standard,sandy,80.79736860202259,1510735.0229763975
16088.463007150338,17,residential,rural,basement,glass,hip,0,0,economy,clay,83.70611998463761,2335018.7976806825
5283.919297243738,19,residential,urban,pile,wood,mansard,0,1,premium,clay,3.037838597005127,2388484.4889059565
9256.399065787205,18,commercial,rural,pile,concrete,gable,0,1,standard,sandy,71.51891578841447,1812434.2324246513
49373.139849687526,11,infrastructure,urban,slab,wood,hip,1,0,standard,clay,9.1224661953627,12002459.662791956
22483.126066877623,7,residential,rural,slab,glass,mansard,0,0,economy,sandy,96.68692157165579,2148404.256817944
26827.652441998318,10,industrial,suburban,crawl_space,concrete,gable,0,0,luxury,clay,48.22408713920504,12908097.593239678
43744.11717249216,7,commercial,suburban,pile,steel,flat,1,1,standard,sandy,77.54151448446468,8818215.280170387
49780.660574289046,5,industrial,suburban,slab,steel,flat,1,0,economy,clay,62.185769636439595,6592871.969284802
29344.365242561737,12,residential,urban,pile,glass,hip,0,1,economy,clay,95.19364946751469,5771473.093390955
40717.454141686496,16,infrastructure,rural,pile,concrete,flat,0,1,premium,clay,97.36579601810811,11374300.579622095
16683.580704665426,18,industrial,rural,crawl_space,wood,hip,0,0,standard,loamy,27.88796909953867,2897039.6513494737
15634.32589364091,3,residential,suburban,crawl_space,glass,hip,0,1,premium,loamy,48.286903876761485,4515814.454054453
20433.83418923073,15,residential,suburban,basement,steel,gable,1,1,luxury,clay,50.42404301232594,12786100.089631248
33789.10950234563,5,residential,suburban,pile,glass,flat,1,0,luxury,loamy,17.76977030064284,17650010.01635887
34268.48861812739,13,industrial,rural,basement,wood,hip,0,0,premium,sandy,90.39376855646393,7658238.028127417
16104.352015147815,19,residential,suburban,basement,brick,flat,1,0,premium,loamy,34.960651450000434,6593753.853771932
7093.89124476312,12,commercial,urban,basement,brick,gable,1,0,standard,rocky,8.745679008466078,1842068.041271147
31803.614695042674,5,residential,suburban,pile,wood,flat,1,1,standard,rocky,15.4532867495906,4604370.471458492
6852.130178343844,6,commercial,suburban,pile,concrete,gable,1,0,standard,clay,51.33039056209374,1309619.0112812973
